"FECHA","TIPO","CONCATENAD","SEMANA","SEMANA_COMPLETAS"
2014-06-24,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",25,184
2014-06-25,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",26,185
2014-07-01,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",26,185
2014-07-02,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",27,186
2014-07-07,"VEHICULO","VEHICULO/VEHICULO EMPRESA/INDUSTRIA/ESTACIONADO",27,186
2014-07-08,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/FARDERO",27,186
2014-07-11,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",28,187
2014-07-12,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",28,187
2014-07-15,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",28,187
2014-07-17,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",29,188
2014-07-19,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",29,188
2014-07-20,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",29,188
2014-07-22,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",29,188
2014-07-23,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",30,189
2014-07-23,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",30,189
2014-07-26,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/FARDERO",30,189
2014-07-27,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",30,189
2014-08-03,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",31,190
2014-08-06,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",32,191
2014-08-09,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",32,191
2014-08-12,"INSTITUCION POLITICA","INSTITUCION POLITICA/PARTIDO POLITICO/OPORTUNISTA",32,191
2014-08-13,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",33,192
2014-08-13,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",33,192
2014-08-26,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/FARDERO",34,193
2014-08-27,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",35,194
2014-08-27,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",35,194
2014-08-28,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",35,194
2014-08-29,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",35,194
2014-09-05,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",36,195
2014-09-06,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",36,195
2014-09-07,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",36,195
2014-09-15,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/FARDERO",37,196
2014-09-17,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",38,197
2014-09-20,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/FARDERO",38,197
2014-09-24,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",39,198
2014-10-01,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",40,199
2014-10-03,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",40,199
2014-10-06,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",40,199
2014-10-08,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",41,200
2014-10-09,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",41,200
2014-10-13,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",41,200
2014-10-15,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",42,201
2014-10-19,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",42,201
2014-10-23,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",43,202
2014-10-24,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",43,202
2014-10-25,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",43,202
2014-10-31,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",44,203
2014-11-03,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",44,203
2014-11-05,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",45,204
2014-11-12,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",46,205
2014-11-14,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",46,205
2014-11-20,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/OPORTUNISTA",47,206
2014-11-27,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",48,207
2014-11-27,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",48,207
2014-12-03,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",49,208
2014-12-05,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/ASALTO",49,208
2014-12-13,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",50,209
2014-12-17,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",51,210
2014-12-19,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",51,210
2014-12-19,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",51,210
2014-12-22,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",51,210
2014-12-26,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",52,211
2014-12-26,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",52,211
2015-01-03,"CRISTAL","CRISTAL/PERSONA/VEHICULO OFICIAL/VIOLACHAPAS",1,213
2015-01-03,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",1,213
2015-01-11,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",2,214
2015-01-14,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",2,214
2015-01-15,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",3,215
2015-01-16,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/FARDERO",3,215
2015-01-23,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",4,216
2015-01-30,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",5,217
2015-02-01,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",5,217
2015-02-05,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/OPORTUNISTA",6,218
2015-02-05,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",6,218
2015-02-06,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",6,218
2015-02-06,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",6,218
2015-02-08,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",6,218
2015-02-08,"COMERCIAL","COMERCIAL/DESCONOCIDO/OPORTUNISTA",6,218
2015-02-13,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/FARDERO",7,219
2015-02-14,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",7,219
2015-02-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",8,220
2015-02-23,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",8,220
2015-03-04,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",9,221
2015-03-04,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",9,221
2015-03-06,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",10,222
2015-03-10,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",10,222
2015-03-17,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",11,223
2015-03-20,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",12,224
2015-03-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",12,224
2015-03-22,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",12,224
2015-03-23,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",12,224
2015-03-23,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",12,224
2015-03-26,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",13,225
2015-03-26,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",13,225
2015-03-27,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",13,225
2015-03-30,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",13,225
2015-04-06,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",14,226
2015-04-07,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",14,226
2015-04-08,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",14,226
2015-04-09,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",15,227
2015-04-13,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",15,227
2015-04-13,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",15,227
2015-04-13,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",15,227
2015-04-15,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",15,227
2015-04-15,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",15,227
2015-04-15,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",15,227
2015-04-16,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/OPORTUNISTA",16,228
2015-04-18,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",16,228
2015-04-20,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",16,228
2015-04-28,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",17,229
2015-04-29,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",17,229
2015-05-02,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",18,230
2015-05-04,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",18,230
2015-05-07,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",19,231
2015-05-08,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",19,231
2015-05-09,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",19,231
2015-05-13,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",19,231
2015-05-13,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",19,231
2015-05-15,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",20,232
2015-05-22,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",21,233
2015-05-23,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",21,233
2015-05-25,"BICICLETA","BICICLETA/PERSONA/OPORTUNISTA",21,233
2015-05-25,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",21,233
2015-05-27,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",21,233
2015-06-03,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",22,234
2015-06-05,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",23,235
2015-06-17,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",24,236
2015-06-19,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",25,237
2015-06-19,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",25,237
2015-06-22,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",25,237
2015-06-23,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",25,237
2015-06-23,"TRANSEUNTE EN VEHICULO","TRANSEUNTE EN VEHICULO/PERSONA VEHICULO EN CUIDAD/OPORTUNISTA",25,237
2015-06-23,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",25,237
2015-07-03,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",27,239
2015-07-04,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",27,239
2015-07-07,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",27,239
2015-07-07,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",27,239
2015-07-09,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",28,240
2015-07-10,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",28,240
2015-07-15,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",28,240
2015-07-18,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/OPORTUNISTA",29,241
2015-07-18,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",29,241
2015-07-19,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",29,241
2015-07-31,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",31,243
2015-08-07,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",32,244
2015-08-08,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",32,244
2015-08-09,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",32,244
2015-08-20,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/VIOLACHAPAS",34,246
2015-08-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",34,246
2015-08-22,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",34,246
2015-08-24,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",34,246
2015-08-27,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",35,247
2015-08-27,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",35,247
2015-08-29,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",35,247
2015-08-29,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",35,247
2015-08-30,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",35,247
2015-09-01,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",35,247
2015-09-01,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",35,247
2015-09-01,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",35,247
2015-09-02,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",35,247
2015-09-03,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",36,248
2015-09-08,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",36,248
2015-09-09,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",36,248
2015-09-12,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",37,249
2015-09-19,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",38,250
2015-09-19,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",38,250
2015-09-22,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",38,250
2015-09-22,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",38,250
2015-09-24,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",39,251
2015-09-29,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",39,251
2015-09-29,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",39,251
2015-09-29,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",39,251
2015-10-01,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",40,252
2015-10-04,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",40,252
2015-10-12,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",41,253
2015-10-18,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",42,254
2015-11-03,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",44,256
2015-11-12,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",46,258
2015-11-14,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",46,258
2015-11-15,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",46,258
2015-11-20,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",47,259
2015-11-20,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",47,259
2015-11-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",47,259
2015-11-22,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",47,259
2015-11-24,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",47,259
2015-11-25,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",47,259
2015-11-25,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",47,259
2015-12-01,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",48,260
2015-12-04,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",49,261
2015-12-07,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",49,261
2015-12-08,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",49,261
2015-12-10,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",50,262
2015-12-10,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",50,262
2015-12-14,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/FARDERO",50,262
2015-12-15,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",50,262
2015-12-18,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",51,263
2015-12-20,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",51,263
2015-12-29,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",52,264
2016-01-02,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",1,266
2016-01-06,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",1,266
2016-01-10,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",2,267
2016-01-20,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",3,268
2016-01-25,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",4,269
2016-01-26,"CRISTAL","CRISTAL/VEHICULO/VIOLACHAPAS",4,269
2016-01-29,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",5,270
2016-02-02,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",5,270
2016-02-04,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",5,270
2016-02-05,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",6,271
2016-02-14,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",7,272
2016-02-15,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",7,272
2016-02-15,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",7,272
2016-02-17,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",7,272
2016-02-22,"CRISTAL","CRISTAL/PERSONA/VIOLACHAPAS",8,273
2016-03-03,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",9,274
2016-03-04,"CRISTAL","CRISTAL/PERSONA/ROMPE VIDRIOS",10,275
2016-03-04,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",10,275
2016-03-06,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",10,275
2016-03-10,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",10,275
2016-03-20,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",12,277
2016-03-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",12,277
2016-03-26,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",13,278
2016-04-02,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",14,279
2016-04-03,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",14,279
2016-04-05,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",14,279
2016-04-11,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",15,280
2016-04-12,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/FARDERO",15,280
2016-04-15,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",16,281
2016-04-19,"COMERCIAL","COMERCIAL/COMERCIO/ESCALADOR",16,281
2016-04-21,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",16,281
2016-04-25,"CRISTAL","CRISTAL/VEHICULO/VIOLACHAPAS",17,282
2016-04-28,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",17,282
2016-05-03,"CRISTAL","CRISTAL/PERSONA/OPORTUNISTA",18,283
2016-05-09,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",19,284
2016-05-10,"CRISTAL","CRISTAL/VEHICULO OFICIAL/VIOLACHAPAS",19,284
2016-05-10,"CRISTAL","CRISTAL/VEHICULO/VIOLACHAPAS",19,284
2016-05-12,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",19,284
2016-05-17,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",20,285
2016-05-21,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",21,286
2016-06-05,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",23,288
2016-06-12,"COMERCIAL","COMERCIAL/COMERCIO/FARDERO",24,289
2011-01-10,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/ESCALADOR",2,2
2011-01-20,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",3,3
2011-01-20,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",3,3
2011-01-25,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",4,4
2011-02-15,"CRISTAL","CRISTAL/VEHICULO/AUTOPARTES",7,7
2011-02-26,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",9,9
2011-02-27,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",9,9
2011-03-08,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/CHORLERO",10,10
2011-03-11,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/CHORLERO",10,10
2011-04-08,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",14,14
2011-04-10,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",15,15
2011-04-13,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",15,15
2011-04-24,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",17,17
2011-04-30,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",18,18
2011-05-17,"COMERCIAL","COMERCIAL/PRESTADOR DE SERVICIO/VIOLACHAPAS",20,20
2011-05-20,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",20,20
2011-05-20,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",20,20
2011-05-29,"CRISTAL","CRISTAL/VEHICULO/VIOLACHAPAS",22,22
2011-05-29,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",22,22
2011-06-01,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",22,22
2011-06-03,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",22,22
2011-06-07,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",23,23
2011-06-10,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",23,23
2011-06-14,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION DESHABITADA/ESCALADOR",24,24
2011-06-16,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",24,24
2011-06-17,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",24,24
2011-06-17,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",24,24
2011-06-29,"COMERCIAL","COMERCIAL/PRESTADOR DE SERVICIO/VIOLACHAPAS",26,26
2011-07-18,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",29,29
2011-07-18,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",29,29
2011-07-31,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/JAULERO",31,31
2011-08-12,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/CHORLERO",32,32
2011-09-19,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",38,38
2011-10-04,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",40,40
2011-10-08,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",41,41
2011-10-17,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",42,42
2011-10-20,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",42,42
2011-10-24,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION DESHABITADA/OPORTUNISTA",43,43
2011-10-25,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",43,43
2011-10-28,"CRISTAL","CRISTAL/PERSONA/VEHICULO/AUTOPARTES",43,43
2011-10-29,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",44,44
2011-11-04,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",44,44
2011-11-07,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",45,45
2011-11-09,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION DESHABITADA/VIOLACHAPAS",45,45
